"","Forma_i_poziom","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"6707","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Investments in commodities","Wyk³ad: 18","3","Zaliczenie","0","D(C)"
"6708","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Komunikacja z elementami rosyjskiej korespondencji s³u¿bowej (wyk³ad prowadzony w jêzyku rosyjskim)","Wyk³ad: 18","3","Zaliczenie","0","D(C)"
"6709","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","La comptabilité financiére et le contrôle de gestion","Wyk³ad: 18","3","Zaliczenie","0","D(C)"
"6710","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Managerial skills","Wyk³ad: 18","3","Zaliczenie","0","D(C)"
"6711","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Personal and commercial insurance","Wyk³ad: 18","3","Zaliczenie","0","D(C)"
"6712","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Project management","Wyk³ad: 18","3","Zaliczenie","0","D(C)"
"6713","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Qualitätsmanagement","Wyk³ad: 18","3","Zaliczenie","0","D(C)"
"6714","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Matematyka finansowa","Wyk³ad: 18","3","Egzamin","1","B"
"6715","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Miêdzynarodowe stosunki gospodarcze","Wyk³ad: 9","1","Zaliczenie","1","A"
"6716","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Ordynacja podatkowa i prawo dewizowe","Wyk³ad: 18
                                                                                Æwiczenia: 9","3","Egzamin","1","B"
"6717","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Rachunkowoœæ zarz¹dcza","Wyk³ad: 18
                                                                                Æwiczenia: 9","4","Egzamin","1","B"
"6718","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Seminarium dyplomowe","Æwiczenia: 9","1","Zaliczenie","1","C"
"6719","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Standardy sprawozdawczoœci finansowej","Wyk³ad: 10
                                                                                Æwiczenia: 8","3","Zaliczenie","1","B"
"6720","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Wyk³ad ogólny do wyboru","Wyk³ad: 18","3","Zaliczenie","0","A"
"6721","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Cyfryzacja w finansach i administracji","Wyk³ad: 18","3","Zaliczenie","0","A"
"6722","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Finanse osobiste","Wyk³ad: 18","3","Zaliczenie","0","A"
"6723","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Kryptoaktywa w finansach","Wyk³ad: 18","3","Zaliczenie","0","A"
"6724","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Nowoczesne ubezpieczenia","Wyk³ad: 18","3","Zaliczenie","0","A"
"6725","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Zarz¹dzanie instytucjami kredytowymi","Wyk³ad: 10
                                                                                Æwiczenia: 8","3","Egzamin","1","B"
"6726","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma","162","24","","",""
"6727","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Wyk³ad)","119","","","",""
"6728","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Æwiczenia)","43","","","",""
"6729","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Specjalnoœæ: Bankowoœæ i ubezpieczenia",NA,NA,NA,NA,NA
"6730","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"6731","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Operacje finansuj¹ce banków","Wyk³ad: 18","3","Zaliczenie","1","C"
"6732","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Przedmioty specjalnoœciowe (wybór)","Wyk³ad: 18","3","Zaliczenie","0","C"
"6733","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Likwidacja szkód i przestepczoœæ ubezpieczeniowa","Wyk³ad: 18","3","Zaliczenie","0","C"
"6734","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Podstawy underwrittingu w ubezpieczeniach","Wyk³ad: 18","3","Zaliczenie","0","C"
"6735","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Zarz¹dzanie zak³adem ubezpieczeñ","Wyk³ad: 18","3","Zaliczenie","0","C"
"6736","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma","36","6","","",""
"6737","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Kierunek
        + Specjalnoœæ)","198","30","","",""
"6738","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Wyk³ad)","36","","","",""
"6739","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Specjalnoœæ: Finanse, audyt i podatki",NA,NA,NA,NA,NA
"6740","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"6741","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Finansowanie projektów z funduszów Unii Europejskiej","Wyk³ad: 16","3","Zaliczenie","1","C"
"6742","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Przedmioty specjalnoœciowe (wybór)","Wyk³ad: 18","3","Zaliczenie","0","C"
"6743","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Audyt œrodków Unii Europejskiej","Wyk³ad: 18","3","Zaliczenie","0","C"
"6744","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Fundusze inwestycyjne","Wyk³ad: 18","3","Zaliczenie","0","C"
"6745","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma","34","6","","",""
"6746","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Kierunek
        + Specjalnoœæ)","196","30","","",""
"6747","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Wyk³ad)","34","","","",""
"6748","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Specjalnoœæ: Kontrola finansowa i rachunkowoœæ",NA,NA,NA,NA,NA
"6749","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"6750","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Przedmioty specjalnoœciowe (wybór)","Wyk³ad: 18","3","Zaliczenie","0","C"
"6751","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Koszty pieni¹dza w dzia³alnoœci gospodarczej","Wyk³ad: 18","3","Zaliczenie","0","C"
"6752","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Restrukturyzacja przedsiêbiorstw","Wyk³ad: 18","3","Zaliczenie","0","C"
"6753","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Systemy nadzoru korporacyjnego","Wyk³ad: 18","3","Zaliczenie","0","C"
"6754","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Rachunkowoœæ grup kapita³owych","Wyk³ad: 16","3","Zaliczenie","1","C"
"6755","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma","34","6","","",""
"6756","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Kierunek
        + Specjalnoœæ)","196","30","","",""
"6757","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Wyk³ad)","34","","","",""
"6758","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"6759","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Europejski system pieniê¿ny","Wyk³ad: 18","3","Egzamin","1","B"
"6760","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Finanse banków","Wyk³ad: 18","3","Egzamin","1","B"
"6761","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Nadzór finansowy","Wyk³ad: 18","3","Zaliczenie","1","B"
"6762","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Rynek ubezpieczeñ","Wyk³ad: 18
                                                                                Æwiczenia: 9","3","Zaliczenie","1","B"
"6763","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Seminarium dyplomowe","Æwiczenia: 9","6","Zaliczenie","1","C"
"6764","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Wyk³ad ogólny do wyboru","Wyk³ad: 18","3","Zaliczenie","0","A"
"6765","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Benefity pracownicze i programy emerytalne","Wyk³ad: 18","3","Zaliczenie","0","A"
"6766","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Kryzysy finansowe - przyczyny, przebieg, przeciwdzia³anie","Wyk³ad: 18","3","Zaliczenie","0","A"
"6767","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Modelowanie i prognozowanie zachowañ oraz preferencji","Wyk³ad: 18","3","Zaliczenie","0","A"
"6768","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Nadu¿ycia i przestêpstwa gospodarcze","Wyk³ad: 18","3","Zaliczenie","0","A"
"6769","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Przedsiêbiorczoœæ i innowacyjnoœæ","Wyk³ad: 18","3","Zaliczenie","0","A"
"6770","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma","108","21","","",""
"6771","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Wyk³ad)","90","","","",""
"6772","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Æwiczenia)","18","","","",""
"6773","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Specjalnoœæ: Bankowoœæ i ubezpieczenia",NA,NA,NA,NA,NA
"6774","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"6775","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Gospodarka finansowa ubezpieczyciela","Wyk³ad: 18","3","Egzamin","1","C"
"6776","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Marketing bankowy","Wyk³ad: 9
                                                                                Æwiczenia: 9","3","Zaliczenie","1","C"
"6777","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Przedmioty specjalnoœciowe (wybór)","Wyk³ad: 18","3","Zaliczenie","0","C"
"6778","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Bankowoœæ spó³dzielcza i finansowanie spo³eczne","Wyk³ad: 18","3","Zaliczenie","0","C"
"6779","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Ekonomika i geopolityka wspó³czesnego pieni¹dza","Wyk³ad: 18","3","Zaliczenie","0","C"
"6780","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Planowanie finansów osobistych","Wyk³ad: 18","3","Zaliczenie","0","C"
"6781","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma","54","9","","",""
"6782","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Kierunek
        + Specjalnoœæ)","162","30","","",""
"6783","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Wyk³ad)","45","","","",""
"6784","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Æwiczenia)","9","","","",""
"6785","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Specjalnoœæ: Finanse, audyt i podatki",NA,NA,NA,NA,NA
"6786","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"6787","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Audyt w jednostkach sektora finansów publicznych","Wyk³ad: 14
                                                                                Æwiczenia: 8","3","Zaliczenie","1","C"
"6788","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Przedmioty specjalnoœciowe (wybór)","Wyk³ad: 18","3","Zaliczenie","0","C"
"6789","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Miêdzynarodowe prawo podatkowe","Wyk³ad: 18","3","Zaliczenie","0","C"
"6790","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Rachunkowoœæ bud¿etowa","Wyk³ad: 18","3","Zaliczenie","0","C"
"6791","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Strategie podatkowe przedsiêbiorstw","Wyk³ad: 22","3","Egzamin","1","C"
"6792","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma","62","9","","",""
"6793","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Kierunek
        + Specjalnoœæ)","170","30","","",""
"6794","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Wyk³ad)","54","","","",""
"6795","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Æwiczenia)","8","","","",""
"6796","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Specjalnoœæ: Kontrola finansowa i rachunkowoœæ",NA,NA,NA,NA,NA
"6797","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"6798","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Przedmioty specjalnoœciowe (wybór)","Wyk³ad: 18","3","Zaliczenie","0","C"
"6799","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Controlling","Wyk³ad: 18","3","Zaliczenie","0","C"
"6800","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Ubezpieczenia finansowe","Wyk³ad: 18","3","Zaliczenie","0","C"
"6801","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Zintegrowana sprawozdawczoœæ","Wyk³ad: 18","3","Zaliczenie","0","C"
"6802","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Strategie podatkowe","Wyk³ad: 16","3","Egzamin","1","C"
"6803","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Zaawansowana rachunkowoœæ finansowa","Wyk³ad: 18
                                                                                Æwiczenia: 8","3","Zaliczenie","1","C"
"6804","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma","60","9","","",""
"6805","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Kierunek
        + Specjalnoœæ)","168","30","","",""
"6806","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Wyk³ad)","52","","","",""
"6807","Finanse, audyt, inwestycje (niestacjonarne II stopnia)","Suma (Æwiczenia)","8","","","",""
"6808","Informatyka i ekonometria (niestacjonarne II stopnia)","Analiza wielowymiarowa","Wyk³ad: 18
                                                                                Æwiczenia: 18","5","Egzamin","1","B"
"6809","Informatyka i ekonometria (niestacjonarne II stopnia)","Marketing","Æwiczenia: 18","2","Zaliczenie","1","A"
"6810","Informatyka i ekonometria (niestacjonarne II stopnia)","Metoda reprezentacyjna","Æwiczenia: 18","3","Zaliczenie","1","B"
"6811","Informatyka i ekonometria (niestacjonarne II stopnia)","Multimedia w biznesie","Wyk³ad: 18","3","Zaliczenie","1","B"
"6812","Informatyka i ekonometria (niestacjonarne II stopnia)","Optymalizacja dyskretna","Wyk³ad: 9
                                                                                Æwiczenia: 9","3","Zaliczenie","1","B"
"6813","Informatyka i ekonometria (niestacjonarne II stopnia)","Prognozowanie i symulacje","Wyk³ad: 18
                                                                                Æwiczenia: 18","5","Egzamin","1","A"
"6814","Informatyka i ekonometria (niestacjonarne II stopnia)","Systemy informacyjne zarz¹dzania","Wyk³ad: 18
                                                                                Æwiczenia: 18","5","Egzamin","1","B"
"6815","Informatyka i ekonometria (niestacjonarne II stopnia)","Zarz¹dzanie","Wyk³ad: 18
                                                                                Æwiczenia: 9","4","Zaliczenie","1","A"
"6816","Informatyka i ekonometria (niestacjonarne II stopnia)","Suma","207","30","","",""
"6817","Informatyka i ekonometria (niestacjonarne II stopnia)","Suma (Wyk³ad)","99","","","",""
"6818","Informatyka i ekonometria (niestacjonarne II stopnia)","Suma (Æwiczenia)","108","","","",""
"6819","Informatyka i ekonometria (niestacjonarne II stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"6820","Informatyka i ekonometria (niestacjonarne II stopnia)","Analiza statystyczna w badaniach rynku","Æwiczenia: 18","2","Zaliczenie","1","C"
"6821","Informatyka i ekonometria (niestacjonarne II stopnia)","Analiza systemów informatycznych","Wyk³ad: 9
                                                                                Æwiczenia: 18","4","Egzamin","1","B"
"6822","Informatyka i ekonometria (niestacjonarne II stopnia)","Analiza szeregów czasowych","Æwiczenia: 18","2","Zaliczenie","1","C"
"6823","Informatyka i ekonometria (niestacjonarne II stopnia)","Ekonomia matematyczna","Wyk³ad: 18
                                                                                Æwiczenia: 9","4","Egzamin","1","B"
"6824","Informatyka i ekonometria (niestacjonarne II stopnia)","Historia myœli ekonomicznej","Wyk³ad: 18","3","Egzamin","1","A"
"6825","Informatyka i ekonometria (niestacjonarne II stopnia)","In¿ynieria oprogramowania","Æwiczenia: 18","3","Zaliczenie","1","C"
"6826","Informatyka i ekonometria (niestacjonarne II stopnia)","Seminarium dyplomowe","Æwiczenia: 9","1","Zaliczenie","1","C"
"6827","Informatyka i ekonometria (niestacjonarne II stopnia)","Wyk³ad kierunkowy I do wyboru","Wyk³ad: 18","3","Zaliczenie","0","B"
"6828","Informatyka i ekonometria (niestacjonarne II stopnia)","Badania internetowe","Wyk³ad: 18","3","Zaliczenie","0","B"
"6829","Informatyka i ekonometria (niestacjonarne II stopnia)","Programowanie w pakiecie statystycznym R","Wyk³ad: 18","3","Zaliczenie","0","B"
"6830","Informatyka i ekonometria (niestacjonarne II stopnia)","Wybrane problemy finansów przedsiêbiorstw","Wyk³ad: 18","3","Zaliczenie","0","B"
"6831","Informatyka i ekonometria (niestacjonarne II stopnia)","Wyk³ad kierunkowy II do wyboru","Wyk³ad: 18","3","Zaliczenie","0","B"
"6832","Informatyka i ekonometria (niestacjonarne II stopnia)","DEA w analizie zjawisk spo³eczno-gospodarczych","Wyk³ad: 18","3","Zaliczenie","0","B"
"6833","Informatyka i ekonometria (niestacjonarne II stopnia)","VBA w finansach","Wyk³ad: 18","3","Zaliczenie","0","B"
"6834","Informatyka i ekonometria (niestacjonarne II stopnia)","Zaawansowane technologie baz danych","Æwiczenia: 18","2","Zaliczenie","1","B"
"6835","Informatyka i ekonometria (niestacjonarne II stopnia)","Zarz¹dzanie informacj¹","Wyk³ad: 18","3","Egzamin","1","C"
"6836","Informatyka i ekonometria (niestacjonarne II stopnia)","Suma","207","30","","",""
"6837","Informatyka i ekonometria (niestacjonarne II stopnia)","Suma (Æwiczenia)","108","","","",""
"6838","Informatyka i ekonometria (niestacjonarne II stopnia)","Suma (Wyk³ad)","99","","","",""
"6839","Informatyka i ekonometria (niestacjonarne II stopnia)","Przedmiot","Liczba godzin","Punkty ECTS","Forma weryfikacji","Kod","Blok"
"6840","Informatyka i ekonometria (niestacjonarne II stopnia)","Informatyczne narzêdzia wizualizacji danych","Wyk³ad: 9","1","Zaliczenie","1","B"
"6841","Informatyka i ekonometria (niestacjonarne II stopnia)","Metody aktuarialne","Wyk³ad: 9
                                                                                Æwiczenia: 18","4","Egzamin","1","A"
