"","Forma_i_poziom","Zajêcia","Forma zajêæ / liczba godzin","Forma zaliczenia","Punkty ECTS","...5","X1","X2","X3","X4","X5"
"3098","Analiza i przetwarzanie danych (stacjonarne II stopnia)","Student realizuje co najmniej 2 przedmioty ³¹cznie za 12 pkt. ECTS. Je¿eli oferowany jest przedmiot za 6 pkt. ECTS, to student wybiera co najmniej jeden taki przedmiot. Lista przedmiotów fakultatywnych mo¿e byæ rozszerzona przez Radê Programow¹ kierunku Analiza i przetwarzanie danych przed zapisami na zajêcia.","Student realizuje co najmniej 2 przedmioty ³¹cznie za 12 pkt. ECTS. Je¿eli oferowany jest przedmiot za 6 pkt. ECTS, to student wybiera co najmniej jeden taki przedmiot. Lista przedmiotów fakultatywnych mo¿e byæ rozszerzona przez Radê Programow¹ kierunku Analiza i przetwarzanie danych przed zapisami na zajêcia.","Student realizuje co najmniej 2 przedmioty ³¹cznie za 12 pkt. ECTS. Je¿eli oferowany jest przedmiot za 6 pkt. ECTS, to student wybiera co najmniej jeden taki przedmiot. Lista przedmiotów fakultatywnych mo¿e byæ rozszerzona przez Radê Programow¹ kierunku Analiza i przetwarzanie danych przed zapisami na zajêcia.","Student realizuje co najmniej 2 przedmioty ³¹cznie za 12 pkt. ECTS. Je¿eli oferowany jest przedmiot za 6 pkt. ECTS, to student wybiera co najmniej jeden taki przedmiot. Lista przedmiotów fakultatywnych mo¿e byæ rozszerzona przez Radê Programow¹ kierunku Analiza i przetwarzanie danych przed zapisami na zajêcia.","Student realizuje co najmniej 2 przedmioty ³¹cznie za 12 pkt. ECTS. Je¿eli oferowany jest przedmiot za 6 pkt. ECTS, to student wybiera co najmniej jeden taki przedmiot. Lista przedmiotów fakultatywnych mo¿e byæ rozszerzona przez Radê Programow¹ kierunku Analiza i przetwarzanie danych przed zapisami na zajêcia.",NA,NA,NA,NA,NA
"3099","Analiza i przetwarzanie danych (stacjonarne II stopnia)","Muzyka algorytmiczna","Wyk³ad:
                    30                    
                                Laboratorium:
                    30","Egzamin                    
                                                    Zaliczenie z ocen¹","6","F",NA,NA,NA,NA,NA
"3100","Analiza i przetwarzanie danych (stacjonarne II stopnia)","Przetwarzanie równoleg³e i strumieniowe","Wyk³ad:
                    30, w tym zajêcia zdalne:
                    Wyk³ad synchroniczny: 12
                                                    Wyk³ad asynchroniczny: 6
                                            
                                Laboratorium:
                    30","Egzamin                                            
                                                    Zaliczenie z ocen¹","6","F",NA,NA,NA,NA,NA
"3101","Analiza i przetwarzanie danych (stacjonarne II stopnia)","Statystyka nieparametryczna","Wyk³ad:
                    30                    
                                Laboratorium:
                    30","Egzamin                    
                                                    Zaliczenie z ocen¹","6","F",NA,NA,NA,NA,NA
"3102","Analiza i przetwarzanie danych (stacjonarne II stopnia)","Ekonomiczne modele decyzyjne","Laboratorium:
                    30","Zaliczenie z ocen¹","3","F",NA,NA,NA,NA,NA
"3103","Analiza i przetwarzanie danych (stacjonarne II stopnia)","Interpretacyjne uczenie maszynowe","Laboratorium:
                    30","Zaliczenie z ocen¹","3","F",NA,NA,NA,NA,NA
"3104","Analiza i przetwarzanie danych (stacjonarne II stopnia)","Modelowanie i wizualizacja danych z wykorzystaniem narzêdzi BI","Laboratorium:
                    30","Zaliczenie z ocen¹","3","F",NA,NA,NA,NA,NA
"3105","Analiza i przetwarzanie danych (stacjonarne II stopnia)","Zaawansowana wizualizacja danych","Laboratorium:
                    30","Zaliczenie z ocen¹","3","F",NA,NA,NA,NA,NA
"3106","Analiza i przetwarzanie danych (stacjonarne II stopnia)","Projekt magisterski 2","Laboratorium:
                    15","Zaliczenie z ocen¹","5","O",NA,NA,NA,NA,NA
"3107","Analiza i przetwarzanie danych (stacjonarne II stopnia)","Seminarium magisterskie 3","Seminarium:
                    30","Zaliczenie z ocen¹","8","G",NA,NA,NA,NA,NA
"3108","Analiza i przetwarzanie danych (stacjonarne II stopnia)","Seminarium magisterskie 3 – stacjonarne","Seminarium:
                    30","Zaliczenie z ocen¹","8","F",NA,NA,NA,NA,NA
"3109","Analiza i przetwarzanie danych (stacjonarne II stopnia)","Seminarium magisterskie 3 – zdalne","Seminarium:
                    30, w tym zajêcia zdalne:
                    Seminarium synchroniczne: 30","Zaliczenie z ocen¹","8","F",NA,NA,NA,NA,NA
"3110","Analiza i przetwarzanie danych (stacjonarne II stopnia)","Suma","195","","30","",NA,NA,NA,NA,NA
"3111","Geohazards and Climate Change (stacjonarne II stopnia)","Endogenic geohazards","Wyk³ad:
                    15                    
                                Laboratorium:
                    15","Egzamin                    
                                                    Zaliczenie z ocen¹","4","O",NA,NA,NA,NA,NA
"3112","Geohazards and Climate Change (stacjonarne II stopnia)","Exogenic geohazards","Wyk³ad:
                    15                    
                                Laboratorium:
                    15","Egzamin                    
                                                    Zaliczenie z ocen¹","4","O",NA,NA,NA,NA,NA
"3113","Geohazards and Climate Change (stacjonarne II stopnia)","Hydrological and hydrogeological hazards","Wyk³ad:
                    15                    
                                Laboratorium:
                    15","Egzamin                    
                                                    Zaliczenie z ocen¹","4","O",NA,NA,NA,NA,NA
"3114","Geohazards and Climate Change (stacjonarne II stopnia)","Contemporary climate change","Wyk³ad:
                    15                    
                                Laboratorium:
                    15","Egzamin                    
                                                    Zaliczenie z ocen¹","4","O",NA,NA,NA,NA,NA
"3115","Geohazards and Climate Change (stacjonarne II stopnia)","Anthropocene and ecosystems","Wyk³ad:
                    15                    
                                Laboratorium:
                    15","Egzamin                    
                                                    Zaliczenie z ocen¹","4","O",NA,NA,NA,NA,NA
"3116","Geohazards and Climate Change (stacjonarne II stopnia)","Extreme events in changing climate - study of compound events","Wyk³ad:
                    30","Zaliczenie z ocen¹","1","O",NA,NA,NA,NA,NA
"3117","Geohazards and Climate Change (stacjonarne II stopnia)","The art of reading research papers","Laboratorium:
                    15","Zaliczenie z ocen¹","1","O",NA,NA,NA,NA,NA
"3118","Geohazards and Climate Change (stacjonarne II stopnia)","Skills of write-up (papers, reports, presentations)","Laboratorium:
                    15, w tym zajêcia zdalne:
                    Laboratorium cyfrowe synchroniczne: 4","Zaliczenie z ocen¹","2","O",NA,NA,NA,NA,NA
"3119","Geohazards and Climate Change (stacjonarne II stopnia)","Advanced Scientific English","Laboratorium:
                    30","Zaliczenie z ocen¹","2","O",NA,NA,NA,NA,NA
"3120","Geohazards and Climate Change (stacjonarne II stopnia)","Adaptation of foreign students to study and to do laboratory work at FGGS and AMU","Laboratorium:
                    15, w tym zajêcia zdalne:
                    Laboratorium cyfrowe synchroniczne: 2","Zaliczenie z ocen¹","1","O",NA,NA,NA,NA,NA
"3121","Geohazards and Climate Change (stacjonarne II stopnia)","Fundamentals of OSH","Szkolenie bhp:
                    4, w tym zajêcia zdalne:
                    Szkolenie bhp asynchroniczne: 4","Zaliczenie","-","O",NA,NA,NA,NA,NA
"3122","Geohazards and Climate Change (stacjonarne II stopnia)","Suma","259","","27","",NA,NA,NA,NA,NA
"3123","Geohazards and Climate Change (stacjonarne II stopnia)","Zajêcia","Forma zajêæ / liczba godzin","Forma zaliczenia","Punkty ECTS","",NA,NA,NA,NA,NA
"3124","Geohazards and Climate Change (stacjonarne II stopnia)","Processes modeling in environmental sciences","Wyk³ad:
                    15                    
                                Laboratorium:
                    15","Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹","3","O",NA,NA,NA,NA,NA
"3125","Geohazards and Climate Change (stacjonarne II stopnia)","Climate modeling","Wyk³ad:
                    15                    
                                Laboratorium:
                    15","Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹","3","O",NA,NA,NA,NA,NA
"3126","Geohazards and Climate Change (stacjonarne II stopnia)","GIS analysis of environmental change and geohazards","Laboratorium:
                    30","Zaliczenie z ocen¹","3","O",NA,NA,NA,NA,NA
"3127","Geohazards and Climate Change (stacjonarne II stopnia)","Remote sensing of environmental change and geohazards","Wyk³ad:
                    15                    
                                Laboratorium:
                    15","Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹","3","O",NA,NA,NA,NA,NA
"3128","Geohazards and Climate Change (stacjonarne II stopnia)","Environmental sciences: theory, field and laboratory workshop","Wyk³ad:
                    15                    
                                Seminarium:
                    8                    
                                Konwersatorium:
                    8                    
                                Laboratorium:
                    28                    
                                Æwiczenia terenowe:
                    16","Egzamin                    
                                                    Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹                    
                                                    Zaliczenie z ocen¹","6","O",NA,NA,NA,NA,NA
"3129","Geohazards and Climate Change (stacjonarne II stopnia)","Field courses","Æwiczenia terenowe:
                    48","Zaliczenie z ocen¹","3","O",NA,NA,NA,NA,NA
"3130","Geohazards and Climate Change (stacjonarne II stopnia)","Master's degree seeminar","Seminarium:
                    30, w tym zajêcia zdalne:
                    Seminarium synchroniczne: 4","Zaliczenie z ocen¹","2","O",NA,NA,NA,NA,NA
"3131","Geohazards and Climate Change (stacjonarne II stopnia)","Optional lectures","Wyk³ad:
                    75","Zaliczenie z ocen¹","10","G",NA,NA,NA,NA,NA
"3132","Geohazards and Climate Change (stacjonarne II stopnia)","Student wybiera piêæ przedmiotów","Student wybiera piêæ przedmiotów","Student wybiera piêæ przedmiotów","Student wybiera piêæ przedmiotów","Student wybiera piêæ przedmiotów",NA,NA,NA,NA,NA
"3133","Geohazards and Climate Change (stacjonarne II stopnia)","Environmental and social effects of natural disasters","Wyk³ad:
                    15","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"3134","Geohazards and Climate Change (stacjonarne II stopnia)","Programming and data analysis in R","Wyk³ad:
                    15","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"3135","Geohazards and Climate Change (stacjonarne II stopnia)","Arctic climate change","Wyk³ad:
                    15","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"3136","Geohazards and Climate Change (stacjonarne II stopnia)","Changes in plant cover in the Anthropocene","Wyk³ad:
                    15","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"3137","Geohazards and Climate Change (stacjonarne II stopnia)","Anthropogenic climate change","Wyk³ad:
                    15","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"3138","Geohazards and Climate Change (stacjonarne II stopnia)","UAV application in environmental studies","Wyk³ad:
                    15","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"3139","Geohazards and Climate Change (stacjonarne II stopnia)","Suma","348","","33","",NA,NA,NA,NA,NA
"3140","Geohazards and Climate Change (stacjonarne II stopnia)","Zajêcia","Forma zajêæ / liczba godzin","Forma zaliczenia","Punkty ECTS","",NA,NA,NA,NA,NA
"3141","Geohazards and Climate Change (stacjonarne II stopnia)","Environmental hazard assessment","Wyk³ad:
                    15","Egzamin","4","O",NA,NA,NA,NA,NA
"3142","Geohazards and Climate Change (stacjonarne II stopnia)","Disaster risk management","Wyk³ad:
                    15","Egzamin","4","O",NA,NA,NA,NA,NA
"3143","Geohazards and Climate Change (stacjonarne II stopnia)","Climate change adaptation and human resilience","Wyk³ad:
                    15","Egzamin","4","O",NA,NA,NA,NA,NA
"3144","Geohazards and Climate Change (stacjonarne II stopnia)","Mitigation of social conflicts in a changing environment","Wyk³ad:
                    15","Egzamin","4","O",NA,NA,NA,NA,NA
"3145","Geohazards and Climate Change (stacjonarne II stopnia)","Master's degree laboratory","Laboratorium:
                    30","Zaliczenie z ocen¹","3","O",NA,NA,NA,NA,NA
"3146","Geohazards and Climate Change (stacjonarne II stopnia)","Master's degree seminar","Seminarium:
                    30, w tym zajêcia zdalne:
                    Seminarium synchroniczne: 4","Zaliczenie z ocen¹","3","O",NA,NA,NA,NA,NA
"3147","Geohazards and Climate Change (stacjonarne II stopnia)","Optional lectures","Wyk³ad:
                    90","Zaliczenie z ocen¹","12","G",NA,NA,NA,NA,NA
"3148","Geohazards and Climate Change (stacjonarne II stopnia)","Student wybiera szeœæ przedmiotów","Student wybiera szeœæ przedmiotów","Student wybiera szeœæ przedmiotów","Student wybiera szeœæ przedmiotów","Student wybiera szeœæ przedmiotów",NA,NA,NA,NA,NA
"3149","Geohazards and Climate Change (stacjonarne II stopnia)","Engineering solutions in geohazards","Wyk³ad:
                    15","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"3150","Geohazards and Climate Change (stacjonarne II stopnia)","Practical aspects of hydrogeological hazards","Wyk³ad:
                    15","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"3151","Geohazards and Climate Change (stacjonarne II stopnia)","Wetland ecology and climate change","Wyk³ad:
                    15","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"3152","Geohazards and Climate Change (stacjonarne II stopnia)","Lake sediments: learning from the past","Wyk³ad:
                    15","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"3153","Geohazards and Climate Change (stacjonarne II stopnia)","Extreme hydrological phenomena","Wyk³ad:
                    15","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
"3154","Geohazards and Climate Change (stacjonarne II stopnia)","Post-disaster reclamation","Wyk³ad:
                    15","Zaliczenie z ocen¹","2","F",NA,NA,NA,NA,NA
